Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Marked as	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundance Ratio: (F1, 126) / (F1, 131)"	"Abundance Ratio: (F1, 127N) / (F1, 131)"	"Abundance Ratio: (F1, 127C) / (F1, 131)"	"Abundance Ratio: (F1, 128N) / (F1, 131)"	"Abundance Ratio: (F1, 128C) / (F1, 131)"	"Abundance Ratio: (F1, 129N) / (F1, 131)"	"Abundance Ratio: (F1, 129C) / (F1, 131)"	"Abundance Ratio: (F1, 130N) / (F1, 131)"	"Abundance Ratio: (F1, 130C) / (F1, 131)"	"Abundances (Normalized): F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances (Normalized): F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances (Normalized): F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances (Normalized): F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances (Normalized): F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances (Normalized): F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances (Normalized): F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances (Normalized): F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances (Normalized): F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundance: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundance: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundance: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundance: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundance: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundance: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundance: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundance: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundance: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundance: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Abundances Count: F1: 126, Sample, CON1, n/a, n/a, n/a"	"Abundances Count: F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Abundances Count: F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Abundances Count: F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Abundances Count: F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Abundances Count: F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Abundances Count: F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Abundances Count: F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Abundances Count: F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Abundances Count: F1: 131, Sample, n/a, n/a, n/a, GIS"	"Found in Sample: [S1] F1: 126, Sample, CON1, n/a, n/a, n/a"	"Found in Sample: [S2] F1: 127N, Sample, CON2, n/a, n/a, n/a"	"Found in Sample: [S3] F1: 127C, Sample, CON3, n/a, n/a, n/a"	"Found in Sample: [S4] F1: 128N, Sample, n/a, T24h-1, n/a, n/a"	"Found in Sample: [S5] F1: 128C, Sample, n/a, T24h-2, n/a, n/a"	"Found in Sample: [S6] F1: 129N, Sample, n/a, T24h-3, n/a, n/a"	"Found in Sample: [S7] F1: 129C, Sample, n/a, n/a, T48h-1, n/a"	"Found in Sample: [S8] F1: 130N, Sample, n/a, n/a, T48h-2, n/a"	"Found in Sample: [S9] F1: 130C, Sample, n/a, n/a, T48h-3, n/a"	"Found in Sample: [S10] F1: 131, Sample, n/a, n/a, n/a, GIS"	Modifications
FALSE	High	IsMasterProtein	Q96EB6	NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens GN=SIRT1 PE=1 SV=2	0	FALSE	Human	31.475	11	7	11	7	1	747	81.6	4.67	41.56	7	0	1.033	1.014	1.003	0.891	0.992	1.015	0.972	1.005	1.019	1537.1	1510	1493.6	1326.1	1477.5	1510.6	1446.4	1495.7	1517.3	1488.7	1537.1	1480.2	1466.2	1312.7	1342.6	1496.3	1364.4	1341.9	1436.3	1327.7	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NZQ3	NCK-interacting protein with SH3 domain OS=Homo sapiens GN=NCKIPSD PE=1 SV=1	0	FALSE	Human	31.459	12	8	14	8	1	722	78.9	6.38	39.01	8	0	1	0.974	1.026	0.935	1.128	0.975	1.033	1.097	1.091	834.2	812.3	856	779.6	940.8	813.5	861.7	915.3	910.3	834.2	834.2	796.3	840.3	771.7	854.9	805.9	812.9	821.1	861.7	744	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q5SXM8	DNL-type zinc finger protein OS=Homo sapiens GN=DNLZ PE=1 SV=1	0	FALSE	Human	31.447	42	5	19	5	1	178	19.2	9.8	81.6	5	0	0.977	1.127	1.009	1.102	0.921	0.995	1	0.952	1.002	1639.4	1890.3	1692.1	1848.4	1545.6	1669.7	1678.2	1597.1	1680.8	1677.5	1639.4	1853	1661.1	1829.8	1404.4	1653.9	1583	1432.8	1591.1	1496.1	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q53ET0	CREB-regulated transcription coactivator 2 OS=Homo sapiens GN=CRTC2 PE=1 SV=2	0	FALSE	Human	31.42	18	8	11	8	1	693	73.3	7.11	31.53	8	0	0.955	0.964	0.993	0.915	1.013	0.975	0.982	1.061	1.036	1169.8	1181	1216.8	1121.7	1241	1194.7	1203.4	1299.9	1269.7	1225.4	1169.8	1157.7	1194.5	1110.3	1127.7	1183.4	1135.2	1166.2	1201.9	1092.9	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q13395	Probable methyltransferase TARBP1 OS=Homo sapiens GN=TARBP1 PE=1 SV=1	0	FALSE	Human	31.418	7	9	12	9	1	1621	181.6	7.05	32.55	9	0	0.922	0.979	0.946	0.912	1.01	0.968	0.92	0.968	1.007	1028.9	1093.3	1055.7	1018.5	1127.7	1080.8	1027.6	1081	1123.8	1116.4	1028.9	1071.7	1036.4	1008.3	1024.7	1070.6	969.4	969.8	1063.8	995.7	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9P0W2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related OS=Homo sapiens GN=HMG20B PE=1 SV=1	0	FALSE	Human	31.417	25	7	10	7	1	317	35.8	9.35	27.81	7	0	1.028	0.952	1.002	0.971	0.998	1.047	0.989	1.015	1	1501.2	1390.3	1462.6	1416.9	1456.9	1528.8	1443.5	1481.1	1459.2	1459.9	1501.2	1362.8	1435.8	1402.6	1323.8	1514.4	1361.7	1328.8	1381.3	1302	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NWZ5	Uridine-cytidine kinase-like 1 OS=Homo sapiens GN=UCKL1 PE=1 SV=2	0	FALSE	Human	31.416	20	9	13	9	1	548	61.1	7.36	41.63	9	0	0.948	1.002	1.015	1.016	1.005	1.014	0.994	1.069	1.022	1385.1	1464.2	1483	1484.8	1467.8	1480.5	1451.8	1561.3	1493	1460.8	1385.1	1435.3	1455.8	1469.9	1333.8	1466.6	1369.5	1400.7	1413.3	1302.8	9	9	9	9	9	9	9	9	9	9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P51795-2	Isoform 2 of H(+)/Cl(-) exchange transporter 5 OS=Homo sapiens GN=CLCN5	0	FALSE	Human	31.415	11	10	15	6	1	816	90.7	6.19	35.85	10	3	0.982	0.991	0.993	1.011	0.979	0.954	0.976	0.945	0.94	1724.9	1742	1744.8	1777.2	1720	1675.8	1715.7	1659.7	1651.5	1757.1	1724.9	1707.6	1712.8	1759.2	1562.9	1660	1618.4	1489	1563.4	1567.1	9	9	9	9	9	9	9	9	9	9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6ZRI6	Uncharacterized protein C15orf39 OS=Homo sapiens GN=C15orf39 PE=1 SV=3	0	FALSE	Human	31.398	10	8	9	8	1	1047	110.6	7.64	28.22	8	0	0.936	0.972	1.003	1.014	1.068	0.984	0.972	1.017	1.058	843	874.8	903.2	913.2	961.2	885.5	875.2	915.9	952.3	900.2	843	857.5	886.6	904	873.4	877.1	825.6	821.7	901.5	802.9	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q5T440	"Putative transferase CAF17, mitochondrial OS=Homo sapiens GN=IBA57 PE=1 SV=1"	0	FALSE	Human	31.392	20	6	8	6	1	356	38.1	9.83	27.8	6	0	1.053	0.992	1.047	1.102	0.941	1.01	1.012	0.924	0.962	1236.7	1166	1229.8	1295	1105.6	1186.2	1189.2	1085.1	1130.4	1174.9	1236.7	1143	1207.2	1281.9	1004.7	1175	1121.8	973.5	1070.1	1047.9	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P62256	Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens GN=UBE2H PE=1 SV=1	0	FALSE	Human	31.391	37	7	20	7	1	183	20.6	4.67	80.36	7	0	0.936	0.94	0.943	0.882	1.06	0.963	0.944	1.031	1.067	3484.3	3496.1	3509	3281.7	3946.2	3584.6	3513	3835.4	3969.2	3721.2	3484.3	3427.1	3444.7	3248.6	3585.9	3550.8	3313.9	3440.9	3757.4	3318.8	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6RW13	Type-1 angiotensin II receptor-associated protein OS=Homo sapiens GN=AGTRAP PE=1 SV=1	0	FALSE	Human	31.371	35	4	24	4	1	159	17.4	6.14	98.5	4	0	0.988	0.999	1.023	1.053	1.036	1.027	1.009	1.021	1.063	1450.2	1465.3	1501.4	1544.6	1519.3	1506.9	1480.7	1498	1558.9	1467	1450.2	1436.4	1473.8	1529	1380.6	1492.7	1396.7	1343.9	1475.7	1308.4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NVT9	Armadillo repeat-containing protein 1 OS=Homo sapiens GN=ARMC1 PE=1 SV=1	0	FALSE	Human	31.364	27	6	16	6	1	282	31.3	5.74	51.98	6	0	1.058	1.028	0.986	1.048	1.032	1.021	1.039	1.033	1.011	2106.9	2047.1	1962.1	2086.3	2053.7	2031.8	2067.8	2056.8	2013	1990.7	2106.9	2006.7	1926.1	2065.3	1866.2	2012.7	1950.6	1845.2	1905.6	1775.4	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q5JU69	Torsin-2A OS=Homo sapiens GN=TOR2A PE=2 SV=1	0	FALSE	Human	31.362	19	4	13	3	1	321	35.7	7.97	46.6	4	0	1.003	0.99	0.983	0.971	1.021	1.004	1.01	0.908	1.021	475.1	468.8	465.6	460.1	483.5	475.3	478.2	430.2	483.5	473.6	475.1	459.5	457.1	455.4	439.3	470.8	451.1	386	457.7	422.4	2	2	2	2	2	2	2	2	2	2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8IUF8	Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA OS=Homo sapiens GN=MINA PE=1 SV=1	0	FALSE	Human	31.359	14	7	13	7	1	465	52.8	6.7	41.42	7	0	1.005	0.973	1.028	0.959	1.062	1.001	1.014	1.046	1.029	2202.4	2132.6	2254	2101.3	2327.4	2194.7	2221.7	2293.8	2255.6	2191.9	2202.4	2090.5	2212.6	2080.2	2114.9	2174	2095.8	2057.9	2135.2	1954.9	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O15083	ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3	0	FALSE	Human	31.327	10	10	16	2	1	957	110.5	6.99	39.97	10	0	0.796	0.813	0.785	0.836	0.822	0.968	0.701	0.873	0.99	16	16.3	15.8	16.8	16.5	19.4	14.1	17.5	19.9	20.1	16	16	15.5	16.6	15	19.3	13.3	15.7	18.8	17.9	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q15797	Mothers against decapentaplegic homolog 1 OS=Homo sapiens GN=SMAD1 PE=1 SV=1	0	FALSE	Human	31.315	17	9	11	2	1	465	52.2	7.31	30.09	9	2	0.946	0.947	0.984	0.917	1.001	0.973	0.922	1.036	0.974	506.3	506.7	526.9	490.9	535.6	520.9	493.7	554.8	521.3	535.3	506.3	496.7	517.3	485.9	486.7	516	465.8	497.7	493.5	477.4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96CB9	5-methylcytosine rRNA methyltransferase NSUN4 OS=Homo sapiens GN=NSUN4 PE=1 SV=2	0	FALSE	Human	31.298	17	7	16	7	1	384	43.1	8.18	53.15	7	0	0.964	0.93	0.969	1.054	0.952	0.993	0.99	0.964	0.943	2357.3	2274.9	2370.7	2579.1	2328.3	2429.4	2422	2357.4	2306.6	2446	2357.3	2230	2327.2	2553.1	2115.7	2406.5	2284.7	2115	2183.5	2181.5	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8WUF8	Protein FAM172A OS=Homo sapiens GN=FAM172A PE=2 SV=1	0	FALSE	Human	31.297	18	6	11	6	1	416	47.9	6.09	35.7	6	0	1.008	1.074	1.051	1.048	0.978	1.061	1.042	0.959	1.023	697.5	743.4	727.2	725.2	676.6	734.4	721	663.6	707.9	692	697.5	728.7	713.9	717.9	614.8	727.5	680.1	595.4	670.1	617.2	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O43414	ERI1 exoribonuclease 3 OS=Homo sapiens GN=ERI3 PE=1 SV=2	0	FALSE	Human	31.289	19	5	12	5	1	337	37.2	8.07	42	5	0	1.062	1.036	0.994	1.005	1.029	0.98	1.008	1.001	1.013	1783.3	1740.8	1668.8	1687.4	1728.9	1645.4	1692.3	1680.8	1701	1679.5	1783.3	1706.4	1638.2	1670.4	1571	1629.9	1596.4	1507.9	1610.2	1497.9	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q86XP1	Diacylglycerol kinase eta OS=Homo sapiens GN=DGKH PE=1 SV=1	0	FALSE	Human	31.279	7	6	8	6	1	1220	134.8	6.54	24.98	6	0	0.945	0.976	1.002	0.943	0.999	0.975	0.946	0.99	1.005	1403.2	1448.7	1487.4	1399.1	1481.9	1447.6	1404	1469.4	1491.2	1484.1	1403.2	1420.1	1460.1	1385	1346.6	1433.9	1324.4	1318.2	1411.6	1323.6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6P4I2	WD repeat-containing protein 73 OS=Homo sapiens GN=WDR73 PE=1 SV=1	0	FALSE	Human	31.272	22	7	9	7	1	378	41.7	5.78	32.01	7	0	0.951	1.003	0.93	0.919	1.004	0.949	0.922	0.981	1.027	1014.8	1070.3	992.9	980.7	1071.7	1012.2	984.4	1047.3	1096.2	1067.2	1014.8	1049.2	974.7	970.8	973.8	1002.7	928.6	939.6	1037.7	951.8	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	J9JIE6	Transmembrane and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=TMCO1 PE=1 SV=1	0	FALSE	Human	31.271	13	4	17	4	1	239	27.1	10.26	56.31	4	0	1.038	0.983	1.03	1.115	0.955	1.032	1.062	0.955	0.938	3385.3	3204.7	3357.6	3637.3	3113.3	3364	3461.5	3114.2	3058.1	3260.7	3385.3	3141.4	3296	3600.6	2829	3332.4	3265.2	2793.9	2894.9	2908.1	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P23469	Receptor-type tyrosine-protein phosphatase epsilon OS=Homo sapiens GN=PTPRE PE=1 SV=1	0	FALSE	Human	31.254	14	8	11	7	1	700	80.6	7.02	24.5	8	1	0.933	0.907	0.994	0.979	0.902	0.958	0.903	0.91	0.933	1210.5	1177	1289.7	1270.8	1170	1243.6	1172	1180.8	1210.2	1297.7	1210.5	1153.8	1266	1258	1063.2	1231.9	1105.6	1059.4	1145.6	1157.4	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q7Z3V4	Ubiquitin-protein ligase E3B OS=Homo sapiens GN=UBE3B PE=1 SV=3	0	FALSE	Human	31.253	9	8	9	8	1	1068	123	8.19	30.5	8	0	0.969	0.946	1.036	0.956	0.999	0.994	0.998	1.031	1.039	720.9	703.5	770.3	711.1	743.2	739.4	742.2	767.1	772.6	743.8	720.9	689.6	756.2	703.9	675.4	732.4	700.1	688.2	731.4	663.4	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q147X3	N-alpha-acetyltransferase 30 OS=Homo sapiens GN=NAA30 PE=1 SV=1	0	FALSE	Human	31.246	19	5	10	5	1	362	39.3	5.52	30.45	5	0	1.039	1.009	0.974	0.986	1.002	1	0.995	0.97	0.994	950.5	923	891.3	902.2	916.6	915.2	910.7	888	909.9	915.2	950.5	904.8	875	893.2	832.9	906.6	859.1	796.7	861.3	816.2	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P01033	Metalloproteinase inhibitor 1 OS=Homo sapiens GN=TIMP1 PE=1 SV=1	0	FALSE	Human	31.241	42	6	17	6	1	207	23.2	8.1	63.15	6	0	0.952	0.965	0.99	1.051	0.962	0.988	1.014	0.965	0.987	1806.2	1829.8	1877.2	1993.7	1825	1874.5	1923	1829.7	1872.1	1896.9	1806.2	1793.7	1842.8	1973.6	1658.4	1856.9	1814	1641.6	1772.2	1691.8	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	H7C0S8	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2	0	FALSE	Human	31.234	24	6	10	2	1	307	34.5	6.37	27.15	6	0	0.993	1.051	0.953	1.025	0.952	1.045	1.007	1.003	1	427.1	452.2	409.9	440.9	409.4	449.5	433.2	431.6	430.3	430.1	427.1	443.3	402.4	436.5	372	445.3	408.6	387.2	407.3	383.6	2	2	2	2	2	2	2	2	2	2	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	P62306	Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1	0	FALSE	Human	31.227	24	3	21	3	1	86	9.7	4.67	69.76	3	0	1.001	0.964	1.025	1.003	0.932	1.018	1.015	1.019	0.963	2806.8	2701.3	2873.6	2811.2	2612.8	2852.5	2843.7	2855	2698	2803	2806.8	2648	2820.9	2782.9	2374.3	2825.7	2682.6	2561.4	2554	2499.9	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9NYJ8	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Homo sapiens GN=TAB2 PE=1 SV=1	0	FALSE	Human	31.222	11	6	8	6	1	693	76.4	8.54	28.15	6	0	0.969	1.061	1.019	0.979	1.052	0.983	0.976	1.109	1.059	860.8	942.7	905.5	870.2	935.4	873.3	867.1	985.4	941.4	888.8	860.8	924.1	888.9	861.4	850	865	818	884.1	891.2	792.7	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96DE0	U8 snoRNA-decapping enzyme OS=Homo sapiens GN=NUDT16 PE=1 SV=2	0	FALSE	Human	31.221	35	7	14	6	1	195	21.3	6.89	46.06	7	0	0.987	0.977	1.045	0.969	1.023	1.022	1.025	1.02	1.026	1228	1215.7	1300	1205	1273	1271.4	1274.8	1268.7	1275.9	1244.1	1228	1191.7	1276.1	1192.9	1156.8	1259.4	1202.6	1138.2	1207.8	1109.6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9BPX7-2	Isoform 2 of UPF0415 protein C7orf25 OS=Homo sapiens GN=C7orf25	0	FALSE	Human	31.217	16	7	10	7	1	479	52.5	6.96	27.28	7	0	0.956	0.951	0.981	0.904	1.042	0.994	0.953	1.09	1.099	1204.5	1197.9	1235.6	1138.3	1312.7	1252.3	1200.8	1372.4	1383.7	1259.5	1204.5	1174.2	1212.9	1126.8	1192.8	1240.5	1132.7	1231.2	1309.9	1123.3	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q15714	TSC22 domain family protein 1 OS=Homo sapiens GN=TSC22D1 PE=1 SV=3	0	FALSE	Human	31.152	6	5	9	3	1	1073	109.6	5.64	27.04	5	1	1.033	0.989	0.945	0.983	0.923	0.943	0.963	0.992	1.02	841.4	805.5	769.9	801.1	752.4	768.4	784.9	808.3	831.1	814.8	841.4	789.6	755.8	793.1	683.7	761.1	740.4	725.2	786.7	726.7	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9C002	Normal mucosa of esophagus-specific gene 1 protein OS=Homo sapiens GN=NMES1 PE=2 SV=1	0	FALSE	Human	31.141	51	4	12	4	1	83	9.6	9.47	38.58	4	0	1.069	1.033	1.105	1.118	0.885	1.034	1.006	0.86	0.889	1708.7	1651.3	1766.6	1787.1	1414.6	1653.5	1608.8	1375.6	1420.8	1598.8	1708.7	1618.7	1734.2	1769.1	1285.5	1637.9	1517.6	1234.2	1345	1425.9	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q96QG7	Myotubularin-related protein 9 OS=Homo sapiens GN=MTMR9 PE=1 SV=1	0	FALSE	Human	31.115	13	7	8	7	1	549	63.4	6.39	23.73	7	0	0.956	0.988	0.985	0.92	0.976	0.969	0.942	1.013	1.018	870.5	899.3	896.3	837.2	888.5	882.2	857.6	922.5	926.4	910.2	870.5	881.5	879.8	828.7	807.4	873.9	809	827.6	877	811.8	7	7	7	7	7	7	7	7	7	7	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q86VS8	Protein Hook homolog 3 OS=Homo sapiens GN=HOOK3 PE=1 SV=2	0	FALSE	Human	31.101	13	11	12	9	1	718	83.1	5.17	34.94	11	0	0.968	0.957	0.974	0.909	1.026	0.991	0.965	1.064	1.045	1480.2	1464	1489.2	1390.4	1569	1514.9	1475.4	1627.2	1598.9	1529.4	1480.2	1435.1	1461.9	1376.4	1425.7	1500.6	1391.8	1459.8	1513.6	1364	9	9	9	9	9	9	9	9	9	9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	H0YLI7	AP-3 complex subunit sigma-2 OS=Homo sapiens GN=AP3S2 PE=1 SV=1	0	FALSE	Human	31.1	34	6	16	1	1	205	23.4	5.39	49.47	6	0	0.942	0.973	1	0.957	1.069	0.964	0.962	1.025	1.078	345.5	356.7	366.5	350.8	392.1	353.4	352.6	375.7	395.2	366.6	345.5	349.7	359.7	347.2	356.3	350.1	332.6	337	374.1	327	1	1	1	1	1	1	1	1	1	1	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	O75460	Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Homo sapiens GN=ERN1 PE=1 SV=2	0	FALSE	Human	31.098	14	9	12	9	1	977	109.7	6.42	31.72	9	0	0.983	1.028	1.015	1.112	0.987	1.094	1.076	0.997	0.977	792.6	829.4	818.4	897.1	796.1	882.5	867.8	804.1	788.2	806.6	792.6	813	803.4	888	723.4	874.2	818.6	721.4	746.1	719.4	9	9	9	9	9	9	9	9	9	9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9HBI6	Phylloquinone omega-hydroxylase CYP4F11 OS=Homo sapiens GN=CYP4F11 PE=1 SV=3	0	FALSE	Human	31.097	15	8	12	8	1	524	60.1	6.73	32.93	8	0	0.997	1.031	1.016	1.094	0.997	1.034	1.022	0.953	0.965	1632.8	1687.2	1662.8	1791.1	1632.1	1693.1	1672.5	1560.1	1579.9	1637.1	1632.8	1653.9	1632.3	1773.1	1483.1	1677.1	1577.7	1399.7	1495.6	1460.1	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q6QNY0	Biogenesis of lysosome-related organelles complex 1 subunit 3 OS=Homo sapiens GN=BLOC1S3 PE=1 SV=1	0	FALSE	Human	31.07	36	6	8	6	1	202	21.2	5.15	29.8	6	0	0.979	1	0.97	0.947	1.024	0.979	0.98	1.051	1.048	1736.9	1775.8	1721.1	1680.6	1818.5	1738.2	1739.7	1866.1	1861	1775	1736.9	1740.7	1689.5	1663.6	1652.4	1721.8	1641.1	1674.2	1761.7	1583.1	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q9UPR3	Protein SMG5 OS=Homo sapiens GN=SMG5 PE=1 SV=3	0	FALSE	Human	31.069	10	9	10	9	1	1016	113.9	5.91	31.46	9	0	1	0.964	0.995	0.893	1.066	0.958	0.945	1.108	1.065	1777	1712.9	1767.7	1586.5	1894.6	1702.4	1678.7	1968.9	1891.4	1776.6	1777	1679.1	1735.3	1570.5	1721.7	1686.3	1583.6	1766.4	1790.5	1584.5	9	9	9	9	9	9	9	9	9	9	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q0PNE2	Elongator complex protein 6 OS=Homo sapiens GN=ELP6 PE=1 SV=1	0	FALSE	Human	31.061	24	6	12	6	1	266	29.8	6.84	32.47	6	0	1.017	1.009	1.067	0.984	1.094	1.005	1.026	1.089	1.051	1308.3	1298.4	1372.3	1265.4	1407.6	1292.9	1319.6	1400.5	1352.5	1286.4	1308.3	1272.8	1347.2	1252.7	1279.1	1280.7	1244.8	1256.5	1280.3	1147.3	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
FALSE	High	IsMasterProtein	Q8N0Y2	Zinc finger protein 444 OS=Homo sapiens GN=ZNF444 PE=1 SV=1	0	FALSE	Human	31.052	26	6	12	6	1	327	35.2	8.56	39.28	6	0	1.069	1.012	1.039	1.035	0.999	1.059	1.022	0.967	0.991	1187.6	1124.3	1154.8	1149.7	1110.3	1176.3	1135.6	1073.9	1101.4	1110.9	1187.6	1102.1	1133.6	1138.1	1008.9	1165.2	1071.2	963.5	1042.6	990.8	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	
