Entry	Entry name	Status	Protein names	Organism	Length	Gene symbol	Alias Genes
O75342	LX12B_HUMAN	reviewed	Arachidonate 12-lipoxygenase, 12R-type (12R-LOX) (12R-lipoxygenase) (EC 1.13.11.-) (Epidermis-type lipoxygenase 12)	Homo sapiens (Human)	701	ALOX12B	NA
Q6IPM2	IQCE_HUMAN	reviewed	IQ domain-containing protein E	Homo sapiens (Human)	695	IQCE	KIAA1023
P01700	LV147_HUMAN	reviewed	Immunoglobulin lambda variable 1-47 (Ig lambda chain V-I region HA) (Ig lambda chain V-I region WAH)	Homo sapiens (Human)	117	IGLV1-47	NA
Q9Y2B9	IPKG_HUMAN	reviewed	cAMP-dependent protein kinase inhibitor gamma (PKI-gamma)	Homo sapiens (Human)	76	PKIG	NA
O95274	LYPD3_HUMAN	reviewed	Ly6/PLAUR domain-containing protein 3 (GPI-anchored metastasis-associated protein C4.4A homolog) (Matrigel-induced gene C4 protein) (MIG-C4)	Homo sapiens (Human)	346	LYPD3	C4.4A;UNQ491/PRO1007
Q96PQ5	IPP2L_HUMAN	reviewed	Putative protein phosphatase inhibitor 2-like protein 1 (Protein phosphatase 1, regulatory subunit 2 pseudogene 1)	Homo sapiens (Human)	205	PPP1R2P1	NA
P01718	LV327_HUMAN	reviewed	Immunoglobulin lambda variable 3-27 (Ig lambda chain V-IV region Kern)	Homo sapiens (Human)	113	IGLV3-27	NA
P80303	NUCB2_HUMAN	reviewed	Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1]	Homo sapiens (Human)	420	NUCB2	NEFA
Q8N414	PGBD5_HUMAN	reviewed	PiggyBac transposable element-derived protein 5 (EC 3.1.-.-) (PiggyBac domain-related protein 5) (PiggyBac transposase 5)	Homo sapiens (Human)	524	PGBD5	NA
Q8N165	PDK1L_HUMAN	reviewed	Serine/threonine-protein kinase PDIK1L (EC 2.7.11.1) (PDLIM1-interacting kinase 1-like)	Homo sapiens (Human)	341	PDIK1L	CLIK1L
P35080	PROF2_HUMAN	reviewed	Profilin-2 (Profilin II)	Homo sapiens (Human)	140	PFN2	NA
Q8NHR9	PROF4_HUMAN	reviewed	Profilin-4 (Profilin IV)	Homo sapiens (Human)	129	PFN4	NA
P0C025	NUD17_HUMAN	reviewed	Nucleoside diphosphate-linked moiety X motif 17 (Nudix motif 17) (EC 3.6.1.-)	Homo sapiens (Human)	328	NUDT17	NA
Q06710	PAX8_HUMAN	reviewed	Paired box protein Pax-8	Homo sapiens (Human)	450	PAX8	NA
Q9NV35	NUD15_HUMAN	reviewed	Nucleotide triphosphate diphosphatase NUDT15 (EC 3.6.1.9) (MutT homolog 2) (MTH2) (Nucleoside diphosphate-linked moiety X motif 15) (Nudix motif 15) (Nucleoside diphosphate-linked to another moiety X hydrolase 15) (Nudix hydrolase 15)	Homo sapiens (Human)	164	NUDT15	MTH2
O75360	PROP1_HUMAN	reviewed	Homeobox protein prophet of Pit-1 (PROP-1) (Pituitary-specific homeodomain factor)	Homo sapiens (Human)	226	PROP1	NA
P27918	PROP_HUMAN	reviewed	Properdin (Complement factor P)	Homo sapiens (Human)	469	CFP	PFC
Q8NF86	PRS33_HUMAN	reviewed	Serine protease 33 (EC 3.4.21.-) (Serine protease EOS)	Homo sapiens (Human)	280	PRSS33	NA
Q8TAB3	PCD19_HUMAN	reviewed	Protocadherin-19	Homo sapiens (Human)	1148	PCDH19	KIAA1313
Q9Y5E4	PCDB5_HUMAN	reviewed	Protocadherin beta-5 (PCDH-beta-5)	Homo sapiens (Human)	795	PCDHB5	NA
Q86X76	NIT1_HUMAN	reviewed	Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1)	Homo sapiens (Human)	327	NIT1	NA
Q8IVL6	P3H3_HUMAN	reviewed	Prolyl 3-hydroxylase 3 (EC 1.14.11.7) (Leprecan-like protein 2) (Protein B)	Homo sapiens (Human)	736	P3H3	LEPREL2
Q5MIZ7	P4R3B_HUMAN	reviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 3B (SMEK homolog 2)	Homo sapiens (Human)	849	PPP4R3B	KIAA1387;PP4R3B;SMEK2
P21452	NK2R_HUMAN	reviewed	Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)	Homo sapiens (Human)	398	TACR2	NK2R;NKNAR;TAC2R
O94913	PCF11_HUMAN	reviewed	Pre-mRNA cleavage complex 2 protein Pcf11 (Pre-mRNA cleavage complex II protein Pcf11)	Homo sapiens (Human)	1555	PCF11	KIAA0824
O15522	NKX28_HUMAN	reviewed	Homeobox protein Nkx-2.8 (Homeobox protein NK-2 homolog H)	Homo sapiens (Human)	239	NKX2-8	NKX-2.8;NKX2G;NKX2H
Q9UK39	NOCT_HUMAN	reviewed	Nocturnin (EC 3.1.3.-) (Carbon catabolite repression 4-like protein)	Homo sapiens (Human)	431	NOCT	CCR4;CCRN4L;NOC
Q9Y5I0	PCDAD_HUMAN	reviewed	Protocadherin alpha-13 (PCDH-alpha-13)	Homo sapiens (Human)	950	PCDHA13	CNRS5
Q9BUL8	PDC10_HUMAN	reviewed	Programmed cell death protein 10 (Cerebral cavernous malformations 3 protein) (TF-1 cell apoptosis-related protein 15)	Homo sapiens (Human)	212	PDCD10	CCM3;TFAR15
Q96MY1	NOL4L_HUMAN	reviewed	Nucleolar protein 4-like	Homo sapiens (Human)	436	NOL4L	C20orf112;C20orf113
P86478	PR20E_HUMAN	reviewed	Proline-rich protein 20E	Homo sapiens (Human)	221	PRR20E	NA
Q8NH01	O2T11_HUMAN	reviewed	Olfactory receptor 2T11 (Olfactory receptor OR1-65)	Homo sapiens (Human)	316	OR2T11	NA
P12955	PEPD_HUMAN	reviewed	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)	Homo sapiens (Human)	493	PEPD	PRD
Q8NDH3	PEPL1_HUMAN	reviewed	Probable aminopeptidase NPEPL1 (EC 3.4.11.-) (Aminopeptidase-like 1)	Homo sapiens (Human)	523	NPEPL1	KIAA1974
Q9UKL2	O52A1_HUMAN	reviewed	Olfactory receptor 52A1 (HPFH1OR) (Odorant receptor HOR3'beta4) (Olfactory receptor OR11-319)	Homo sapiens (Human)	312	OR52A1	NA
Q9H340	O51B6_HUMAN	reviewed	Olfactory receptor 51B6 (Odorant receptor HOR5'beta6)	Homo sapiens (Human)	312	OR51B6	NA
Q96KF2	PRAC1_HUMAN	reviewed	Small nuclear protein PRAC1 (Prostate cancer susceptibility candidate protein 1) (Prostate, rectum and colon expressed gene protein)	Homo sapiens (Human)	57	PRAC1	C17orf92;PRAC
Q6IFG1	O52E8_HUMAN	reviewed	Olfactory receptor 52E8 (Olfactory receptor OR11-54)	Homo sapiens (Human)	317	OR52E8	NA
Q9UHM6	OPN4_HUMAN	reviewed	Melanopsin (Opsin-4)	Homo sapiens (Human)	478	OPN4	MOP
P78316	NOP14_HUMAN	reviewed	Nucleolar protein 14 (Nucleolar complex protein 14)	Homo sapiens (Human)	857	NOP14	C4orf9;NOL14;RES4-25
Q8NGJ4	O52E2_HUMAN	reviewed	Olfactory receptor 52E2	Homo sapiens (Human)	325	OR52E2	NA
Q8NGK2	O52B4_HUMAN	reviewed	Olfactory receptor 52B4 (Olfactory receptor OR11-3)	Homo sapiens (Human)	314	OR52B4	NA
O95047	OR2A4_HUMAN	reviewed	Olfactory receptor 2A4 (Olfactory receptor 2A10) (Olfactory receptor OR6-37)	Homo sapiens (Human)	310	OR2A4	OR2A10
Q9GZK3	OR2B2_HUMAN	reviewed	Olfactory receptor 2B2 (Hs6M1-10) (Olfactory receptor 2B9) (Olfactory receptor 6-1) (OR6-1)	Homo sapiens (Human)	357	OR2B2	OR2B9
Q8NGS0	OR1N1_HUMAN	reviewed	Olfactory receptor 1N1 (Olfactory receptor 1-26) (OR1-26) (Olfactory receptor 1N3) (Olfactory receptor OR9-22)	Homo sapiens (Human)	311	OR1N1	OR1N3
O95006	OR2F2_HUMAN	reviewed	Olfactory receptor 2F2 (Olfactory receptor 7-1) (OR7-1) (Olfactory receptor OR7-6)	Homo sapiens (Human)	317	OR2F2	NA
O76001	OR2J3_HUMAN	reviewed	Olfactory receptor 2J3 (Hs6M1-3) (Olfactory receptor OR6-16) (OR6-6) (Olfactory receptor 6-6)	Homo sapiens (Human)	311	OR2J3	NA
Q8NGR5	OR1L4_HUMAN	reviewed	Olfactory receptor 1L4 (OST046) (Olfactory receptor 1L5) (Olfactory receptor 9-E) (OR9-E) (Olfactory receptor OR9-29)	Homo sapiens (Human)	311	OR1L4	OR1L5
O75459	PAGE1_HUMAN	reviewed	P antigen family member 1 (PAGE-1) (AL5) (G antigen 9) (GAGE-9) (G antigen family B member 1) (Prostate-associated gene 1 protein)	Homo sapiens (Human)	146	PAGE1	GAGE9;GAGEB1
Q5SV97	PERM1_HUMAN	reviewed	PGC-1 and ERR-induced regulator in muscle protein 1 (PPARGC1 and ESRR-induced regulator in muscle 1) (Peroxisome proliferator-activated receptor gamma coactivator 1 and estrogen-related receptor-induced regulator in muscle 1)	Homo sapiens (Human)	790	PERM1	C1orf170
P0C7T2	OR2T7_HUMAN	reviewed	Olfactory receptor 2T7 (OST723) (olfactory receptor OR1-44)	Homo sapiens (Human)	308	OR2T7	OR2T7P
O43900	PRIC3_HUMAN	reviewed	Prickle planar cell polarity protein 3 (LIM domain only protein 6) (LMO-6) (Prickle-like protein 3) (Pk3) (Triple LIM domain protein 6)	Homo sapiens (Human)	615	PRICKLE3	LMO6
Q8NH72	OR4C6_HUMAN	reviewed	Olfactory receptor 4C6 (Olfactory receptor OR11-138)	Homo sapiens (Human)	309	OR4C6	NA
Q8NGB9	OR4F6_HUMAN	reviewed	Olfactory receptor 4F6 (Olfactory receptor 4F12) (Olfactory receptor OR15-15)	Homo sapiens (Human)	312	OR4F6	OR4F12
Q8NG97	OR2Z1_HUMAN	reviewed	Olfactory receptor 2Z1 (Olfactory receptor 2Z2) (Olfactory receptor OR19-4)	Homo sapiens (Human)	314	OR2Z1	OR2Z2
Q96R30	OR2V2_HUMAN	reviewed	Olfactory receptor 2V2 (Olfactory receptor 2V3) (Olfactory receptor OR5-3)	Homo sapiens (Human)	315	OR2V2	OR2V3
Q8NGD4	OR4K1_HUMAN	reviewed	Olfactory receptor 4K1 (Olfactory receptor OR14-19)	Homo sapiens (Human)	311	OR4K1	NA
P61581	NP24_HUMAN	reviewed	Endogenous retrovirus group K member 24 Np9 protein (HERV-K101 Np9 protein) (HERV-K_22q11.21 provirus Np9 protein)	Homo sapiens (Human)	75	ERVK-24	NA
Q8NGC6	OR4KH_HUMAN	reviewed	Olfactory receptor 4K17 (Olfactory receptor OR14-29)	Homo sapiens (Human)	315	OR4K17	NA
Q6P499	NPAL3_HUMAN	reviewed	NIPA-like protein 3	Homo sapiens (Human)	406	NIPAL3	NPAL3
O00541	PESC_HUMAN	reviewed	Pescadillo homolog	Homo sapiens (Human)	588	PES1	NA
Q8NGD0	OR4M1_HUMAN	reviewed	Olfactory receptor 4M1 (Olfactory receptor OR14-7)	Homo sapiens (Human)	313	OR4M1	NA
O60287	NPA1P_HUMAN	reviewed	Nucleolar pre-ribosomal-associated protein 1 (Nucleolar protein 254 kDa) (URB1 ribosome biogenesis 1 homolog)	Homo sapiens (Human)	2271	URB1	C21orf108;KIAA0539;NOP254;NPA1
Q6IEY1	OR4F3_HUMAN	reviewed	Olfactory receptor 4F3/4F16/4F29 (Olfactory receptor OR1-1)	Homo sapiens (Human)	312	OR4F3;	OR4F16;;OR4F29
Q8NGM1	OR4CF_HUMAN	reviewed	Olfactory receptor 4C15 (Olfactory receptor OR11-127) (Olfactory receptor OR11-134)	Homo sapiens (Human)	316	OR4C15	NA
Q8NGV6	OR5H6_HUMAN	reviewed	Olfactory receptor 5H6 (Olfactory receptor OR3-11)	Homo sapiens (Human)	325	OR5H6	NA
Q8NG75	OR5T1_HUMAN	reviewed	Olfactory receptor 5T1 (Olfactory receptor OR11-179)	Homo sapiens (Human)	326	OR5T1	OR5T1P
O94776	MTA2_HUMAN	reviewed	Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1) (MTA1-L1 protein) (p53 target protein in deacetylase complex)	Homo sapiens (Human)	668	MTA2	MTA1L1;PID
P0DN80	OR5H8_HUMAN	reviewed	Olfactory receptor 5H8 (Olfactory receptor 5H8 pseudogene) (Olfactory receptor OR3-7)	Homo sapiens (Human)	308	OR5H8	OR5H8P
Q9BPZ3	PAIP2_HUMAN	reviewed	Polyadenylate-binding protein-interacting protein 2 (PABP-interacting protein 2) (PAIP-2) (Poly(A)-binding protein-interacting protein 2)	Homo sapiens (Human)	127	PAIP2	PAIP2A;HSPC218
P05120	PAI2_HUMAN	reviewed	Plasminogen activator inhibitor 2 (PAI-2) (Monocyte Arg-serpin) (Placental plasminogen activator inhibitor) (Serpin B2) (Urokinase inhibitor)	Homo sapiens (Human)	415	SERPINB2	PAI2;PLANH2
Q8IWE2	NXP20_HUMAN	reviewed	Protein NOXP20 (Nervous system overexpressed protein 20) (Protein FAM114A1)	Homo sapiens (Human)	563	FAM114A1	NOXP20
Q8N146	OR8H3_HUMAN	reviewed	Olfactory receptor 8H3 (Olfactory receptor OR11-172)	Homo sapiens (Human)	312	OR8H3	NA
Q9H208	O10A2_HUMAN	reviewed	Olfactory receptor 10A2 (HP4) (Olfactory receptor OR11-86)	Homo sapiens (Human)	303	OR10A2	OR10A2P
Q15620	OR8B8_HUMAN	reviewed	Olfactory receptor 8B8 (Olfactory receptor TPCR85) (Olfactory-like receptor JCG8)	Homo sapiens (Human)	311	OR8B8	NA
A0A075B767	PAL4H_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase A-like 4H (PPIase A-like 4H) (EC 5.2.1.8)	Homo sapiens (Human)	164	PPIAL4H	NA
Q8NGA2	OR7A2_HUMAN	reviewed	Putative olfactory receptor 7A2 (Putative olfactory receptor 7A7)	Homo sapiens (Human)	310	OR7A2P	OR7A2;OR7A7
P0DN82	O12D1_HUMAN	reviewed	Olfactory receptor 12D1 (Olfactory receptor 12D1 pseudogene)	Homo sapiens (Human)	309	OR12D1	OR12D1P
Q8NH07	O11H2_HUMAN	reviewed	Olfactory receptor 11H2 (Olfactory receptor OR14-1)	Homo sapiens (Human)	326	OR11H2	C14orf15;OR11H2P
Q8NGE9	OR9Q2_HUMAN	reviewed	Olfactory receptor 9Q2	Homo sapiens (Human)	314	OR9Q2	OR9Q2P
O60403	O10H2_HUMAN	reviewed	Olfactory receptor 10H2 (Olfactory receptor OR19-23)	Homo sapiens (Human)	315	OR10H2	NA
Q8NH19	O10AG_HUMAN	reviewed	Olfactory receptor 10AG1 (Olfactory receptor OR11-160)	Homo sapiens (Human)	301	OR10AG1	NA
Q9NP74	PALMD_HUMAN	reviewed	Palmdelphin (Paralemmin-like protein)	Homo sapiens (Human)	551	PALMD	C1orf11;PALML
P01236	PRL_HUMAN	reviewed	Prolactin (PRL)	Homo sapiens (Human)	227	PRL	NA
P78549	NTH_HUMAN	reviewed	Endonuclease III-like protein 1 (hNTH1) (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	Homo sapiens (Human)	312	NTHL1	NTH1;OCTS3
A0A2R8YFL7	OSP4A_HUMAN	reviewed	Oocyte-secreted protein 4A	Homo sapiens (Human)	184	OOSP4A	NA
Q9Y303	NAGA_HUMAN	reviewed	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25) (Amidohydrolase domain-containing protein 2)	Homo sapiens (Human)	409	AMDHD2	CGI-14
Q9BWT3	PAPOG_HUMAN	reviewed	Poly(A) polymerase gamma (PAP-gamma) (EC 2.7.7.19) (Neo-poly(A) polymerase) (Neo-PAP) (Polynucleotide adenylyltransferase gamma) (SRP RNA 3'-adenylating enzyme) (Signal recognition particle RNA-adenylating enzyme) (SRP RNA-adenylating enzyme)	Homo sapiens (Human)	736	PAPOLG	PAP2;PAPG
Q5QFB9	PAPAS_HUMAN	reviewed	Protein PAPPAS (DIPLA1 antisense RNA 1) (DIPLA1 antisense gene protein 1) (DIPLA1-antisense expressed) (PAPPAS antisense RNA 1) (PAPPAS antisense gene protein 1) (PAPPAS-antisense expressed)	Homo sapiens (Human)	102	PAPPA-AS1	DIPAS;PAPPAS
Q86Y39	NDUAB_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	Homo sapiens (Human)	141	NDUFA11	NA
O75438	NDUB1_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 (Complex I-MNLL) (CI-MNLL) (NADH-ubiquinone oxidoreductase MNLL subunit)	Homo sapiens (Human)	58	NDUFB1	NA
Q96DH6	MSI2H_HUMAN	reviewed	RNA-binding protein Musashi homolog 2 (Musashi-2)	Homo sapiens (Human)	328	MSI2	NA
O96000	NDUBA_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)	Homo sapiens (Human)	172	NDUFB10	NA
Q9NR21	PAR11_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP11 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 11) (ARTD11) (Poly [ADP-ribose] polymerase 11) (PARP-11)	Homo sapiens (Human)	338	PARP11	C12orf6
Q5TEU4	NDUF5_HUMAN	reviewed	Arginine-hydroxylase NDUFAF5, mitochondrial (EC 1.-.-.-) (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5) (Putative methyltransferase NDUFAF5) (EC 2.1.1.-)	Homo sapiens (Human)	345	NDUFAF5	C20orf7
O75306	NDUS2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Homo sapiens (Human)	463	NDUFS2	NA
Q00325	MPCP_HUMAN	reviewed	Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)	Homo sapiens (Human)	362	SLC25A3	PHC;OK/SW-cl.48
Q9UQ72	PSG11_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 11 (PS-beta-G-11) (PSBG-11) (Pregnancy-specific glycoprotein 11) (Pregnancy-specific beta-1-glycoprotein 13) (PS-beta-G-13) (PSBG-13) (Pregnancy-specific glycoprotein 13)	Homo sapiens (Human)	335	PSG11	PSG13;PSG14
P19404	NDUV2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	Homo sapiens (Human)	249	NDUFV2	NA
Q8NC96	NECP1_HUMAN	reviewed	Adaptin ear-binding coat-associated protein 1 (NECAP endocytosis-associated protein 1) (NECAP-1)	Homo sapiens (Human)	275	NECAP1	NA
Q9UPV0	CE164_HUMAN	reviewed	Centrosomal protein of 164 kDa (Cep164)	Homo sapiens (Human)	1460	CEP164	KIAA1052;NPHP15
P49918	CDN1C_HUMAN	reviewed	Cyclin-dependent kinase inhibitor 1C (Cyclin-dependent kinase inhibitor p57) (p57Kip2)	Homo sapiens (Human)	316	CDKN1C	KIP2
Q9BWT7	CAR10_HUMAN	reviewed	Caspase recruitment domain-containing protein 10 (CARD-containing MAGUK protein 3) (Carma 3)	Homo sapiens (Human)	1032	CARD10	CARMA3
Q9NTU7	CBLN4_HUMAN	reviewed	Cerebellin-4 (Cerebellin-like glycoprotein 1)	Homo sapiens (Human)	201	CBLN4	CBLNL1;UNQ718/PRO1382
Q9H2A2	AL8A1_HUMAN	reviewed	2-aminomuconic semialdehyde dehydrogenase (EC 1.2.1.32) (Aldehyde dehydrogenase 12) (Aldehyde dehydrogenase family 8 member A1)	Homo sapiens (Human)	487	ALDH8A1	ALDH12
P20292	AL5AP_HUMAN	reviewed	Arachidonate 5-lipoxygenase-activating protein (FLAP) (MK-886-binding protein)	Homo sapiens (Human)	161	ALOX5AP	FLAP
A6NKD9	CC85C_HUMAN	reviewed	Coiled-coil domain-containing protein 85C	Homo sapiens (Human)	419	CCDC85C	NA
A6NK59	ASB14_HUMAN	reviewed	Ankyrin repeat and SOCS box protein 14 (ASB-14)	Homo sapiens (Human)	587	ASB14	NA
P23528	COF1_HUMAN	reviewed	Cofilin-1 (18 kDa phosphoprotein) (p18) (Cofilin, non-muscle isoform)	Homo sapiens (Human)	166	CFL1	CFL
Q9BZR8	B2L14_HUMAN	reviewed	Apoptosis facilitator Bcl-2-like protein 14 (Bcl2-L-14) (Apoptosis regulator Bcl-G)	Homo sapiens (Human)	327	BCL2L14	BCLG
Q6ZS94	CA229_HUMAN	reviewed	Putative uncharacterized protein C1orf229	Homo sapiens (Human)	237	C1orf229	NA
P50052	AGTR2_HUMAN	reviewed	Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2)	Homo sapiens (Human)	363	AGTR2	NA
Q99933	BAG1_HUMAN	reviewed	BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)	Homo sapiens (Human)	345	BAG1	HAP
Q9NY35	CLDN1_HUMAN	reviewed	Claudin domain-containing protein 1 (Membrane protein GENX-3745)	Homo sapiens (Human)	253	CLDND1	C3orf4;HSPC174;PSEC0054;UNQ2511/PRO6000
Q9H305	CDIP1_HUMAN	reviewed	Cell death-inducing p53-target protein 1 (Cell death involved p53-target) (Cell death-inducing protein) (LITAF-like protein) (Lipopolysaccharide-induced tumor necrosis factor-alpha-like protein) (Transmembrane protein I1)	Homo sapiens (Human)	208	CDIP1	C16orf5;CDIP;LITAFL
P0DML3	CSH2_HUMAN	reviewed	Chorionic somatomammotropin hormone 2 (Choriomammotropin) (Lactogen) (Placental lactogen) (PL)	Homo sapiens (Human)	217	CSH2	NA
Q00610	CLH1_HUMAN	reviewed	Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)	Homo sapiens (Human)	1675	CLTC	CLH17;CLTCL2;KIAA0034
P80723	BASP1_HUMAN	reviewed	Brain acid soluble protein 1 (22 kDa neuronal tissue-enriched acidic protein) (Neuronal axonal membrane protein NAP-22)	Homo sapiens (Human)	227	BASP1	NAP22
Q96FZ7	CHMP6_HUMAN	reviewed	Charged multivesicular body protein 6 (Chromatin-modifying protein 6) (Vacuolar protein sorting-associated protein 20) (Vps20) (hVps20)	Homo sapiens (Human)	201	CHMP6	VPS20
Q2VPB7	AP5B1_HUMAN	reviewed	AP-5 complex subunit beta-1 (Adaptor-related protein complex 5 beta subunit) (Beta5)	Homo sapiens (Human)	878	AP5B1	PP1030
P07320	CRGD_HUMAN	reviewed	Gamma-crystallin D (Gamma-D-crystallin) (Gamma-crystallin 4)	Homo sapiens (Human)	174	CRYGD	CRYG4
Q6ZTN6	AN13D_HUMAN	reviewed	Ankyrin repeat domain-containing protein 13D	Homo sapiens (Human)	518	ANKRD13D	NA
Q16537	2A5E_HUMAN	reviewed	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform (PP2A B subunit isoform B'-epsilon) (PP2A B subunit isoform B56-epsilon) (PP2A B subunit isoform PR61-epsilon) (PP2A B subunit isoform R5-epsilon)	Homo sapiens (Human)	467	PPP2R5E	NA
Q5JPF3	AN36C_HUMAN	reviewed	Ankyrin repeat domain-containing protein 36C (Protein immuno-reactive with anti-PTH polyclonal antibodies)	Homo sapiens (Human)	1778	ANKRD36C	NA
Q96RY5	CRML_HUMAN	reviewed	Protein cramped-like (Cramped chromatin regulator homolog 1) (Hematological and neurological expressed 1-like protein)	Homo sapiens (Human)	1269	CRAMP1	C16orf34;CRAMP1L;HN1L;KIAA1426
O95622	ADCY5_HUMAN	reviewed	Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)	Homo sapiens (Human)	1261	ADCY5	NA
Q86UK0	ABCAC_HUMAN	reviewed	ATP-binding cassette sub-family A member 12 (ATP-binding cassette transporter 12) (ATP-binding cassette 12)	Homo sapiens (Human)	2595	ABCA12	ABC12
Q9NP78	ABCB9_HUMAN	reviewed	ATP-binding cassette sub-family B member 9 (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (hABCB9) (TAP-like protein) (TAPL)	Homo sapiens (Human)	766	ABCB9	KIAA1520
P78536	ADA17_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	Homo sapiens (Human)	824	ADAM17	CSVP;TACE
Q13639	5HT4R_HUMAN	reviewed	5-hydroxytryptamine receptor 4 (5-HT-4) (5-HT4) (Serotonin receptor 4)	Homo sapiens (Human)	388	HTR4	NA
O95870	ABHGA_HUMAN	reviewed	Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5) (hBAT5) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23) (Protein G5)	Homo sapiens (Human)	558	ABHD16A	BAT5;G5;NG26;PP199
Q9BUJ0	ABHEA_HUMAN	reviewed	Protein ABHD14A (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14A) (Abhydrolase domain-containing protein 14A)	Homo sapiens (Human)	271	ABHD14A	UNQ1913/PRO4373
Q9BYJ0	FGFP2_HUMAN	reviewed	Fibroblast growth factor-binding protein 2 (FGF-BP2) (FGF-binding protein 2) (FGFBP-2) (37 kDa killer-specific secretory protein) (Ksp37) (HBp17-related protein) (HBp17-RP)	Homo sapiens (Human)	223	FGFBP2	KSP37;UNQ425/PRO1065
A8MWA6	F90AM_HUMAN	reviewed	Putative protein FAM90A22P	Homo sapiens (Human)	464	FAM90A22P	FAM90A22
Q9BQN1	FA83C_HUMAN	reviewed	Protein FAM83C	Homo sapiens (Human)	747	FAM83C	C20orf128
Q13115	DUS4_HUMAN	reviewed	Dual specificity protein phosphatase 4 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH2) (Mitogen-activated protein kinase phosphatase 2) (MAP kinase phosphatase 2) (MKP-2)	Homo sapiens (Human)	394	DUSP4	MKP2;VH2
Q6ZN92	DUTL_HUMAN	reviewed	Putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323 (dUTPase-like protein)	Homo sapiens (Human)	141	NA	NA
Q9NQZ3	DAZ1_HUMAN	reviewed	Deleted in azoospermia protein 1	Homo sapiens (Human)	744	DAZ1	DAZ;SPGY
Q6PIV2	FOXR1_HUMAN	reviewed	Forkhead box protein R1 (Forkhead box protein N5)	Homo sapiens (Human)	292	FOXR1	FOXN5;DLNB13
Q9NQ69	LHX9_HUMAN	reviewed	LIM/homeobox protein Lhx9 (LIM homeobox protein 9)	Homo sapiens (Human)	397	LHX9	NA
